REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2014,152.4
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2015,135.5
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2016,145
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2017,149.9
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2018,155.9
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2019,175
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2020,151.1
LVA,Latvia,CICDENDO,"Endocrine, nutritional and metabolic diseases",2021,200.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1981,92.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1982,78.3
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1985,100.7
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1986,92.5
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1987,90.2
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1988,99
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1989,112.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1990,121.5
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1991,161.8
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1992,135.3
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1993,125.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1994,152.5
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1995,147.6
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1996,131.3
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1997,124
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1998,103.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",1999,115.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2000,114.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2001,123.3
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2002,112.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2003,108
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2004,99.5
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2005,119.7
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2006,141.8
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2007,119.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2008,98.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2009,111.9
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2010,83.6
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2011,93.4
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2012,96
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2013,94.1
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2014,87.6
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2015,106.2
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2016,86
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2017,101
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2018,97.7
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2019,119.7
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2020,136.9
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2021,147.8
LTU,Lithuania,CICDENDO,"Endocrine, nutritional and metabolic diseases",2022,125.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1967,436.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1968,249.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1969,294.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1970,237.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1971,336.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1972,361.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1973,334.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1974,392
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1975,277.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1976,324.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1977,248.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1978,238.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1979,149.8
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1980,223.3
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1981,187.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1982,178.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1983,219.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1984,178.3
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1985,132.8
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1986,121
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1987,140.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1988,117.5
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1989,106.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1990,129.7
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1991,127.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1992,221.5
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1993,182.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1994,166.7
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1995,116.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1996,153
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1997,114.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1998,86.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",1999,63.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2000,93.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2001,130.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2002,102.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2003,98.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2004,46.4
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2005,66.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2006,91.3
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2007,74.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2008,81.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2009,42.8
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2010,64.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2011,57.3
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2012,80.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2013,89.2
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2014,77.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2015,48.5
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2016,75.9
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2017,91.5
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2018,29.3
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2019,74
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2020,72.1
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2021,70.6
LUX,Luxembourg,CICDENDO,"Endocrine, nutritional and metabolic diseases",2022,67.7
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1969,891.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1970,889.6
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1971,770.2
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1972,771.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1973,709
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1979,883.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1980,976.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1981,911.9
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1982,922.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1983,1029.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1984,940.6
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1985,990.2
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1986,1036.9
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1987,1141.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1988,1279.1
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1989,1309
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1990,1243.7
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1991,1225.1
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1992,1238.4
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1993,1269.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1994,1238.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1995,1301.9
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1996,1277.6
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1997,1253.2
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1998,1161.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",1999,1172.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2000,1135.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2001,1147.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2002,1208.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2003,1236.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2004,1241.6
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2005,1274.9
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2006,1241.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2007,1232.6
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2008,1284.4
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2009,1265.4
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2010,1263.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2011,1182.4
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2012,1203
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2013,1190.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2014,1230.8
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2015,1226.5
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2016,1290
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2017,1258.1
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2018,1174.7
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2019,1168.3
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2020,1672.4
MEX,Mexico,CICDENDO,"Endocrine, nutritional and metabolic diseases",2021,1477.4
NLD,Netherlands,CICDENDO,"Endocrine, nutritional and metabolic diseases",1960,193.8
NLD,Netherlands,CICDENDO,"Endocrine, nutritional and metabolic diseases",1961,181.3
NLD,Netherlands,CICDENDO,"Endocrine, nutritional and metabolic diseases",1962,208.3
NLD,Netherlands,CICDENDO,"Endocrine, nutritional and metabolic diseases",1963,197.3
NLD,Netherlands,CICDENDO,"Endocrine, nutritional and metabolic diseases",1964,196.8
